"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"11396",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Children of Parenting Youth",1
"11397",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Chronically Homeless",1
"11398",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Chronically Homeless Individuals",1
"11399",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Chronically Homeless People in Families",0
"11400",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless",27
"11401",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless Individuals",20
"11402",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless People in Families",7
"11403",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",1
"11404",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",2
"11405",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",3
"11406",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Homeless Veterans",1
"11407",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Parenting Youth (Under 25)",1
"11408",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Parenting Youth Age 18-24",0
"11409",2016-01-01,"New York","NY-504","Cattaragus County CoC","Sheltered Parenting Youth Under 18",1
"11410",2016-01-01,"New York","NY-504","Cattaragus County CoC","Total Homeless",27
"11411",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Children of Parenting Youth",0
"11412",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Chronically Homeless",0
"11413",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Chronically Homeless Individuals",0
"11414",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Chronically Homeless People in Families",0
"11415",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless",0
"11416",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless Individuals",0
"11417",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless People in Families",0
"11418",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11419",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"11420",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"11421",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Homeless Veterans",0
"11422",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Parenting Youth (Under 25)",0
"11423",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Parenting Youth Age 18-24",0
"11424",2016-01-01,"New York","NY-504","Cattaragus County CoC","Unsheltered Parenting Youth Under 18",0
"11425",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Children of Parenting Youth",45
"11426",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Chronically Homeless",62
"11427",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Chronically Homeless Individuals",45
"11428",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Chronically Homeless People in Families",17
"11429",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless Individuals",605
"11430",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless People in Families",262
"11431",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless Unaccompanied Children (Under 18)",16
"11432",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless Unaccompanied Young Adults (Age 18-24)",81
"11433",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless Unaccompanied Youth (Under 25)",97
"11434",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Homeless Veterans",56
"11435",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Parenting Youth (Under 25)",41
"11436",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Parenting Youth Age 18-24",36
"11437",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Parenting Youth Under 18",5
"11438",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Children of Parenting Youth",41
"11439",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Chronically Homeless",60
"11440",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Chronically Homeless Individuals",43
"11441",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Chronically Homeless People in Families",17
"11442",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless",840
"11443",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless Individuals",585
"11444",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless People in Families",255
"11445",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless Unaccompanied Children (Under 18)",16
"11446",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",74
"11447",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",90
"11448",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Homeless Veterans",56
"11449",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Parenting Youth (Under 25)",38
"11450",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Parenting Youth Age 18-24",33
"11451",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Sheltered Parenting Youth Under 18",5
"11452",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Total Homeless",867
"11453",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Children of Parenting Youth",4
"11454",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Chronically Homeless",2
"11455",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Chronically Homeless Individuals",2
"11456",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Chronically Homeless People in Families",0
"11457",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless",27
"11458",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless Individuals",20
"11459",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless People in Families",7
"11460",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11461",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",7
"11462",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",7
"11463",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Homeless Veterans",0
"11464",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Parenting Youth (Under 25)",3
"11465",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Parenting Youth Age 18-24",3
"11466",2016-01-01,"New York","NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","Unsheltered Parenting Youth Under 18",0
"11467",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Children of Parenting Youth",14
"11468",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Chronically Homeless",31
"11469",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Chronically Homeless Individuals",27
"11470",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Chronically Homeless People in Families",4
"11471",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless Individuals",257
"11472",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless People in Families",88
"11473",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless Unaccompanied Children (Under 18)",16
"11474",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",27
"11475",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless Unaccompanied Youth (Under 25)",43
"11476",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Homeless Veterans",13
"11477",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Parenting Youth (Under 25)",8
"11478",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Parenting Youth Age 18-24",8
"11479",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Parenting Youth Under 18",0
"11480",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Children of Parenting Youth",14
"11481",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Chronically Homeless",26
"11482",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Chronically Homeless Individuals",22
"11483",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Chronically Homeless People in Families",4
"11484",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless",276
"11485",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless Individuals",188
"11486",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless People in Families",88
"11487",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",2
"11488",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",23
"11489",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",25
"11490",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Homeless Veterans",11
"11491",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Parenting Youth (Under 25)",8
"11492",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Parenting Youth Age 18-24",8
"11493",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Sheltered Parenting Youth Under 18",0
"11494",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Total Homeless",345
"11495",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Children of Parenting Youth",0
"11496",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Chronically Homeless",5
"11497",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Chronically Homeless Individuals",5
"11498",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Chronically Homeless People in Families",0
"11499",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless",69
"11500",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless Individuals",69
"11501",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless People in Families",0
"11502",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",14
"11503",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",4
"11504",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",18
"11505",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Homeless Veterans",2
"11506",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Parenting Youth (Under 25)",0
"11507",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Parenting Youth Age 18-24",0
"11508",2016-01-01,"New York","NY-507","Schenectady City & County CoC","Unsheltered Parenting Youth Under 18",0
"11509",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Children of Parenting Youth",22
"11510",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Chronically Homeless",38
"11511",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Chronically Homeless Individuals",38
"11512",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Chronically Homeless People in Families",0
"11513",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless Individuals",610
"11514",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless People in Families",352
"11515",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless Unaccompanied Children (Under 18)",26
"11516",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless Unaccompanied Young Adults (Age 18-24)",47
"11517",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless Unaccompanied Youth (Under 25)",73
"11518",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Homeless Veterans",97
"11519",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Parenting Youth (Under 25)",17
"11520",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Parenting Youth Age 18-24",17
"11521",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Parenting Youth Under 18",0
"11522",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Children of Parenting Youth",22
"11523",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Chronically Homeless",23
"11524",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Chronically Homeless Individuals",23
"11525",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Chronically Homeless People in Families",0
"11526",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless",905
"11527",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless Individuals",553
"11528",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless People in Families",352
"11529",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless Unaccompanied Children (Under 18)",26
"11530",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",46
"11531",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",72
"11532",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Homeless Veterans",88
"11533",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Parenting Youth (Under 25)",17
"11534",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Parenting Youth Age 18-24",17
"11535",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Sheltered Parenting Youth Under 18",0
"11536",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Total Homeless",962
"11537",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Children of Parenting Youth",0
"11538",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Chronically Homeless",15
"11539",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Chronically Homeless Individuals",15
"11540",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Chronically Homeless People in Families",0
"11541",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless",57
"11542",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless Individuals",57
"11543",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless People in Families",0
"11544",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11545",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",1
"11546",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",1
"11547",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Homeless Veterans",9
"11548",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Parenting Youth (Under 25)",0
"11549",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Parenting Youth Age 18-24",0
"11550",2016-01-01,"New York","NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","Unsheltered Parenting Youth Under 18",0
"11551",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Children of Parenting Youth",7
"11552",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Chronically Homeless",4
"11553",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Chronically Homeless Individuals",4
"11554",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Chronically Homeless People in Families",0
"11555",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless Individuals",66
"11556",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless People in Families",20
"11557",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless Unaccompanied Children (Under 18)",0
"11558",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",22
"11559",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless Unaccompanied Youth (Under 25)",22
"11560",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Homeless Veterans",2
"11561",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Parenting Youth (Under 25)",6
"11562",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Parenting Youth Age 18-24",6
"11563",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Parenting Youth Under 18",0
"11564",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Children of Parenting Youth",7
"11565",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Chronically Homeless",4
"11566",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Chronically Homeless Individuals",4
"11567",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Chronically Homeless People in Families",0
"11568",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless",56
"11569",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless Individuals",36
"11570",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless People in Families",20
"11571",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"11572",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",20
"11573",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",20
"11574",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Homeless Veterans",0
"11575",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Parenting Youth (Under 25)",6
"11576",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Parenting Youth Age 18-24",6
"11577",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Sheltered Parenting Youth Under 18",0
"11578",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Total Homeless",86
"11579",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Children of Parenting Youth",0
"11580",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Chronically Homeless",0
"11581",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Chronically Homeless Individuals",0
"11582",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Chronically Homeless People in Families",0
"11583",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless",30
"11584",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless Individuals",30
"11585",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless People in Families",0
"11586",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11587",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",2
"11588",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",2
"11589",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Homeless Veterans",2
"11590",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Parenting Youth (Under 25)",0
"11591",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Parenting Youth Age 18-24",0
"11592",2016-01-01,"New York","NY-510","Ithaca/Tompkins County CoC","Unsheltered Parenting Youth Under 18",0
"11593",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Children of Parenting Youth",4
"11594",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Chronically Homeless",0
"11595",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Chronically Homeless Individuals",0
"11596",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Chronically Homeless People in Families",0
"11597",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless Individuals",226
"11598",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless People in Families",50
"11599",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless Unaccompanied Children (Under 18)",9
"11600",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless Unaccompanied Young Adults (Age 18-24)",24
"11601",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless Unaccompanied Youth (Under 25)",33
"11602",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Homeless Veterans",2
"11603",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Parenting Youth (Under 25)",2
"11604",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Parenting Youth Age 18-24",2
"11605",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Parenting Youth Under 18",0
"11606",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Children of Parenting Youth",4
"11607",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Chronically Homeless",0
"11608",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Chronically Homeless Individuals",0
"11609",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Chronically Homeless People in Families",0
"11610",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless",248
